gvkey,tic,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
146885,AKP,018546101,0001162028,P,01,LC,89281,42635,2002-01-29,2019-05-31
146886,AFB,01864U106,0001162027,P,01,LC,89282,42636,2002-01-29,E
146887,AYN,018714105,0001162030,P,01,LC,89283,42637,2002-01-29,2015-08-31
147101,ATCV,00213J101,0001157758,C,01,LC,89761,44123,2003-06-19,2012-12-14
147175,LO,544147101,0001424847,P,01,LC,89303,21111,2002-02-01,2008-06-09
147175,LO,544147101,0001424847,P,01,LC,17279,56249,2008-06-10,2015-06-30
147183,LODE,205750300,0001120970,P,01,LC,12840,53806,2011-06-10,E
147200,VIAC.1,92554J105,0001114529,P,01,LC,90546,46113,2005-01-21,2007-11-14
147201,DOVP,259858108,0001066833,P,01,LC,89352,42996,2002-04-25,2006-10-26
147202,WBD.1,97263M109,0001166718,P,90,LC,89305,42782,2002-02-08,2011-05-31
147204,CCOI,19239V302,0001158324,P,01,LC,89297,42769,2002-02-05,E
147208,SXL,86764L108,,P,01,LC,89304,42780,2002-02-05,2017-04-30
147220,MBVA,60037B205,0001158678,C,01,LC,89308,42785,2002-02-06,2008-12-19
147242,VRNT,92343X100,0001166388,P,01,LC,89397,43149,2010-07-06,E
147242,VRNT,92343X100,0001166388,P,01,LC,89397,43149,2002-05-16,2007-01-31
147262,MSNWQ,58463F104,0001163958,P,01,LC,89370,43015,2002-04-18,2008-12-12
147302,PLUM,72940Q104,0001035656,P,01,LC,89422,43258,2002-06-04,2005-10-20
147303,DSHK,262077100,0001175483,P,01,LC,89548,43633,2002-10-10,E
147305,JBLU,477143101,0001158463,P,01,LC,89353,42997,2002-04-12,E
147306,PCAF,742562101,0001108507,P,01,LC,89420,43257,2002-06-18,2003-10-21
147307,EPAX,023177108,0001162315,P,01,LC,89321,42910,2002-03-01,2015-10-30
147310,TCAHQ,891539108,0001144835,P,01,LC,24256,21215,2002-02-14,2003-03-26
147312,BCBP,055298103,0001228454,P,01,LC,91015,49991,2005-12-14,E
147337,3CSOF,169413101,,P,01,LC,89388,43141,2002-05-16,2005-08-16
147340,GSB,37940G109,0001112920,P,01,LC,92174,52522,2007-07-19,2020-08-31
147349,UNXLQ,904572203,0001171012,P,01,LC,12496,53634,2010-12-10,E
147391,IPCS,44980Y305,0001108727,P,02,LC,91165,50493,2006-03-17,2009-12-04
147398,TNP,G9108L173,0001166663,P,01,LC,89349,42935,2002-03-05,E
147432,RQI,19247L106,0001157842,P,01,LC,89298,42770,2002-02-26,E
147449,ACL.2,H01301102,,P,01,LC,89350,42936,2002-03-21,2011-04-29
147451,CSCX,14141A108,0001323115,P,01,LC,90898,47438,2005-09-01,2010-12-03
147451,CSCX,14141A108,0001323115,P,01,LC,89396,43148,2002-05-07,2005-08-31
147452,ATRS.,02148M100,0001139650,P,01,LC,89383,43139,2002-05-23,2007-04-05
147453,PNCLQ,723443107,0001166291,P,01,LC,89919,44628,2003-11-25,2013-05-02
147458,BHD,09249G106,0001165216,P,01,LC,89295,42767,2002-02-27,2013-12-31
147579,NFLX,64110L106,0001065280,P,01,LC,89393,43145,2002-05-23,E
147599,RKE,13910R102,0001129162,P,01,LC,89328,42917,2002-03-14,2006-05-31
147637,VNX.1,92342R203,0001095901,P,01,LC,89442,43280,2002-06-05,2003-08-29
147638,RGC.1,758766109,0001168696,P,01,LC,89409,43163,2002-05-09,2018-02-28
147639,RJETQ,760276105,0001159154,P,01,LC,90192,45201,2004-05-27,2017-04-30
147644,KYPH,501577100,0001123313,P,01,LC,89390,43143,2002-05-17,2007-11-02
147657,DDE,260095104,0001162556,P,01,LC,89332,42919,2002-04-01,E
147658,HEW,42822Q100,0001168478,P,01,LC,89431,43269,2002-06-27,2010-10-01
147660,SRX,78464R105,0000906192,P,01,LC,89410,43164,2002-05-24,2011-07-20
147661,AROPQ,00215Q103,0001168213,P,01,LC,89399,43151,2002-05-16,2016-04-21
147708,CVGW,128246105,0001133470,P,01,LC,89447,43326,2002-07-22,E
147750,NTS,62943B105,0001126216,P,01,LC,90778,46892,2005-06-08,2014-06-30
147792,SVBI,81811M100,0000868271,P,01,LC,89424,43260,2002-06-24,2021-11-30
147811,PPX.1,69422R105,0001168397,P,01,LC,89472,43348,2002-07-23,2006-11-30
147817,LSR,532169109,0001158833,P,01,LC,91843,51955,2006-12-22,2009-11-24
147831,NVG,67071L106,0001090116,P,01,LC,89336,42921,2002-03-26,E
147832,NKL,67071M104,0001090117,P,01,LC,89337,42922,2002-03-26,E
147833,NKO,67071N102,0001090123,P,01,LC,89338,42923,2002-03-26,2013-04-30
147834,NKR,67071P107,0001161069,P,01,LC,89339,42924,2002-03-26,2013-04-30
147835,NGK,67071R103,0001166572,P,01,LC,89340,42925,2002-03-26,2012-07-06
147836,NUJ,67071T109,0001161070,P,01,LC,89342,42926,2002-03-26,2014-12-31
147837,NVY,67071W102,0001158729,P,01,LC,89344,42928,2002-03-26,2014-02-07
147841,WEA,957664105,0001163792,P,01,LC,89348,42934,2002-03-26,E
147849,CPSI,205306103,0001169445,P,01,LC,89387,43140,2002-05-21,E
147854,NVJ,67071V104,0001165383,P,01,LC,89343,42927,2002-03-27,2013-04-30
147868,BYON,690370101,0001130713,P,01,LC,89394,43146,2002-05-30,E
147885,ELAB.1,29412E100,0001168061,P,01,LC,89389,43142,2002-05-23,2005-07-29
147894,CSNY,178571105,0001140827,P,01,LC,89979,44796,2004-01-16,2007-02-20
147898,LPDX,53630M108,0001168197,P,01,LC,13759,54312,2013-01-25,2014-11-28
147908,SBAY,86428D104,0001139570,C,01,LC,93311,53373,2010-03-16,2011-04-07
147988,ACM,00766T100,0000868857,P,01,LC,91975,52247,2007-05-10,E
147990,IRGI,461238107,0001169358,P,01,LC,89417,43254,2002-06-28,2004-10-29
148009,PRTR.,70213F102,0001163345,P,01,LC,89355,42998,2002-04-04,2007-11-30
148069,CTMI,22943D105,0001129552,P,01,LC,89414,43251,2002-06-21,2005-05-31
148109,TONEQ,88650R108,0001170605,P,01,LC,89531,43618,2002-10-02,2010-05-06
148130,IOC,460951106,0001221715,P,01,LC,90339,45533,2004-09-08,2017-02-28
148133,MPQ,589439108,0000858346,C,01,LC,89556,43642,2002-10-31,2005-11-02
148149,HETC,422210302,0001141215,P,01,LC,89448,43327,2002-07-12,2005-01-19
148169,IDIX,45166R204,0001093649,P,01,LC,90280,45420,2004-07-22,2014-08-29
148170,RIOT,767292105,0001167419,P,01,LC,92213,52663,2007-08-28,E
148217,FRP,305560302,0001062613,P,01,LC,90555,46153,2005-02-04,2009-10-23
148217,FRP,305560302,0001062613,P,03,LC,12501,46153,2011-01-25,2017-07-31
148219,BDSI,09060J106,0001103021,P,01,LC,89445,43249,2002-07-25,2022-03-31
148221,GRM,384701108,0001478085,P,02,LC,93247,53340,2010-02-11,2011-09-08
148223,GLDD,390607109,0001372020,P,01,LC,91665,51552,2006-12-27,E
148224,BKRSQ,057465106,0001171032,P,01,LC,90024,44880,2004-02-05,2010-06-17
148234,KADR,039209101,0001071941,P,01,LC,91375,50949,2006-07-03,2011-09-02
148239,CPHI,16941T203,0001106644,P,01,LC,93016,53207,2009-09-30,E
148249,COSIQ,22122P200,0001171014,P,01,LC,89567,43683,2002-11-22,2017-05-11
148281,ME.2,56845T305,0001022345,P,01,LC,91116,50316,2006-03-03,2010-11-10
148313,QLTY.1,74756M102,0000922863,P,01,LC,89920,44629,2003-11-07,2015-08-31
148349,TDG,893641100,0001260221,P,01,LC,91152,50481,2006-03-15,E
148350,TA,89421B109,0001378453,P,01,LC,91727,51645,2007-01-29,E
148356,VHS,922036207,0001045829,P,01,LC,12879,53815,2011-06-22,2013-09-30
148389,BBDA.,G07644100,0000908844,P,01,LC,89351,42995,2002-04-23,2004-02-17
148390,FORM,346375108,0001039399,P,01,LC,89753,44115,2003-06-12,E
148391,KIRK,497498105,0001056285,P,01,LC,89449,43328,2002-07-11,E
148394,BIN,74339G101,,P,01,LC,92949,53167,2009-06-05,2016-05-31
148396,INPX,45790J867,0001529113,P,01,LC,14610,54832,2014-04-10,E
148410,LF,52186N106,0001138951,P,01,LC,89471,43346,2002-07-25,2016-04-29
148414,PTP,G7127P100,0001171500,P,01,LC,89558,43644,2002-10-29,2015-03-31
148430,BHV,092481100,0001169034,P,01,LC,89358,43000,2002-04-26,E
148431,BLJ,09249A109,0001169031,P,01,LC,89359,43001,2002-04-26,2018-07-31
148432,BBK,09249H104,0001167467,P,01,LC,89361,43002,2002-04-26,2021-03-31
148433,BZA,09249J100,0001169027,P,01,LC,89362,43003,2002-04-26,2010-01-31
148434,BIE,09249K107,0001169028,P,01,LC,89363,43004,2002-04-26,2016-06-30
148435,BZM,09249L105,0001169029,P,01,LC,89364,43005,2002-04-26,2021-04-30
148436,BQH,09249P106,0001167470,P,01,LC,89365,43006,2002-04-26,2020-10-30
148440,PHT,72369H106,0001166258,P,01,LC,89372,43018,2002-04-26,E
148469,SAFT,78648T100,0001172052,P,01,LC,89575,43691,2002-11-22,E
148470,RRGB,75689M101,0001171759,P,01,LC,89453,43332,2002-07-19,E
148475,USIH,90333H101,0001102643,P,01,LC,89532,43619,2002-10-22,2007-05-04
148476,KNOL,499183804,0001096788,P,06,LC,89932,44686,2003-12-18,2012-07-31
148509,CWDW.1,12599Y933,,P,01,LC,90124,45080,2004-04-30,2006-05-04
148531,LIN.1,532771102,0001575571,P,01,LC,89407,43160,2002-05-03,2013-07-30
148531,LIN.1,532771102,0001575571,P,01,LC,14029,54465,2013-07-31,2014-12-31
148552,NLTX.1,654145101,,P,01,LC,92686,53027,2008-05-13,2011-05-11
148631,LONCF,54180A106,0001472619,C,01,LC,12663,53712,2011-04-27,2014-04-24
148650,SINT.1,78427V102,0001143363,P,01,LC,89577,43693,2002-11-12,2008-12-29
148652,MTCT,55377A106,0001172243,P,01,LC,89418,43255,2002-06-28,2008-06-09
148769,ORBZ,68556Y100,0001173495,P,01,LC,89939,44693,2003-12-17,2004-11-30
148770,MWE,570759100,0001166036,P,01,LC,89408,43161,2002-05-21,2015-12-31
148772,CBAT,14986C102,0001117171,P,01,LC,91269,50727,2006-05-31,E
148870,EYE.3,00763M108,0001168335,P,01,LC,89426,43263,2002-07-01,2009-02-26
148871,RRE,00888R107,0001168786,P,01,LC,89401,43152,2002-05-29,2007-03-30
148930,SMBI,871507109,0001091312,P,01,LC,90033,44889,2004-02-06,2007-08-23
148932,MRH,G62185106,0001165880,P,01,LC,89557,43643,2002-10-10,2015-07-31
148937,SNBT,78460M209,0001293314,P,01,LC,90324,45487,2004-08-18,2006-03-31
148950,NPO,29355X107,0001164863,P,01,LC,89406,43159,2002-06-03,E
149010,PKDY,695160101,0001171159,P,01,LC,89451,43330,2002-07-01,2006-06-09
149065,YMI,984238105,0001178347,P,01,LC,90397,45706,2004-10-01,2013-02-28
149070,CME,12572Q105,0001156375,P,01,LC,89626,43791,2002-12-06,E
149082,WHG,961765104,0001165002,P,01,LC,89443,43281,2002-07-01,E
149089,CDELB,17285T304,0001174527,P,01,LC,89806,44267,2003-08-01,2009-03-05
149092,IMPC.2,45255A104,0001026448,P,01,LC,89569,43685,2002-11-20,2005-04-04
149177,NXST,65336K103,0001142417,P,01,LC,89916,44625,2003-11-24,E
149257,MMX.3,612071100,0001065506,P,01,LC,89434,43272,2002-06-28,2003-04-07
149258,CHI,128117108,0001171471,P,01,LC,89429,43265,2002-06-26,E
149263,JTP,67071S101,0001172168,P,01,LC,89435,43273,2002-06-26,2016-05-31
149264,PCK,72200M108,0001170300,P,01,LC,89436,43274,2002-06-26,E
149265,PML,72200W106,0001170299,P,01,LC,89437,43275,2002-06-26,E
149266,PNI,72200Y102,0001170311,P,01,LC,89438,43276,2002-06-26,E
149268,FMOG,36399D930,0001645676,P,01,LC,89636,43802,2002-12-19,2013-05-30
149299,FTD1,30299Y003,0000944537,P,01,LC,89415,43252,2002-06-28,2004-02-24
149318,WYNN,983134107,0001174922,P,01,LC,89533,43620,2002-10-25,E
149337,NDAQ,631103108,0001120193,P,01,LC,90601,46282,2005-02-10,E
149360,STTO,82988R203,0001157817,C,01,LC,15644,55397,2015-08-10,2020-03-09
149379,FTFT,36117V204,0001066923,P,01,LC,93069,53237,2009-10-29,E
149437,BRD.5,109490102,0000938113,P,01,LC,89802,44264,2003-08-26,2014-03-31
149477,QTWWQ,74765E307,0001166380,P,01,LC,89452,43331,2002-07-23,2019-09-30
149538,KBXRF,49435N101,0001294662,P,01,LC,91049,50023,2005-12-22,2014-01-31
149578,ROHIQ,778669101,0001175108,P,01,LC,90974,48775,2005-11-08,2008-06-11
149618,BANC.3,05999Q930,,P,01,LC,89482,43449,2002-08-23,E
149620,AMRE,03216B208,0001397807,P,01,LC,89458,43335,2002-07-23,2008-12-19
149620,AMRE,03216B208,0001397807,P,05,LC,13500,54133,2012-07-27,2015-02-27
149621,ALFC.2,048668107,0001172095,P,01,LC,89522,43610,2002-10-23,2006-06-30
149659,HSM,42327M109,0001173788,P,01,LC,89466,43345,2002-07-24,2012-03-31
149683,CAAS,16936R105,0001157762,P,01,LC,90313,45477,2004-08-24,E
149697,BLE,09249N101,0001176194,P,01,LC,89459,43336,2002-07-26,E
149698,BFY,09249R102,0001176197,P,01,LC,89460,43337,2002-07-26,2021-04-30
149699,BCL,09249S100,0001176196,P,01,LC,89461,43338,2002-07-26,2010-01-31
149701,RIT,50208C108,0001173557,P,01,LC,89474,43350,2002-07-26,2016-06-30
149721,TZOO,89421Q205,0001133311,P,01,LC,89941,44695,2003-12-30,E
149738,CIT.2,125581801,0001171825,P,06,LC,93150,43340,2009-12-10,2022-01-31
149738,CIT.2,125581801,0001171825,P,01,LC,89463,43340,2002-07-02,2009-11-02
149906,HNNA,425885100,0001145255,P,01,LC,14599,54822,2014-04-28,E
150024,LEND.1,00437P107,0001174735,P,01,LC,89684,43909,2003-02-14,2007-10-12
150044,WRS.2,973491103,0001173942,P,01,LC,89496,43465,2002-08-16,2006-12-19
150049,TBV,88650T104,0001168556,P,01,LC,90656,46551,2005-04-25,2011-08-11
150138,OSRS,68827T104,0001122380,C,01,LC,91150,50479,2006-03-13,2006-10-23
150139,DKS,253393102,0001089063,P,01,LC,89540,43626,2002-10-16,E
150158,HPI,41013W108,0001176199,P,01,LC,89492,43460,2002-08-23,E
150179,MCBF,609045208,0001169769,P,01,LC,89484,43451,2002-08-30,2012-09-18
150180,NPTT,67019A105,0001261686,P,01,LC,89937,44691,2003-12-11,2004-05-28
150201,MMLP,573331105,0001176334,P,01,LC,89570,43686,2002-11-01,E
150221,GALT,363225202,0001133416,P,01,LC,89853,44396,2003-09-10,2009-01-09
150221,GALT,363225202,0001133416,P,01,LC,13324,54027,2012-03-23,E
150222,YAKC,984208207,0001084544,P,01,LC,89742,44060,2003-05-06,2006-11-07
150240,RPF,19247V104,0001170895,P,01,LC,89488,43455,2002-08-28,2009-12-31
150241,EIM,27827X101,0001176984,P,01,LC,89489,43457,2002-08-28,E
150242,ENX,27827Y109,0001177162,P,01,LC,89490,43458,2002-08-28,E
150243,EVM,27828A100,0001177161,P,01,LC,89491,43459,2002-08-28,E
150257,SVA,P8696W104,0001084201,P,02,LC,90517,46037,2004-12-08,E
150258,HOS,44099G930,0001131227,P,01,LC,90067,44977,2004-03-26,2019-12-20
150277,ENLK,29336U107,0001179060,P,01,LC,89625,43790,2002-12-12,2019-01-31
150278,CRI,146229109,0001060822,P,01,LC,89876,44506,2003-10-24,E
150279,PFS,74386T105,0001178970,P,01,LC,89653,43857,2003-01-16,E
150284,VSTA.1,92839Y109,0000787030,P,01,LC,89622,43788,2002-12-18,2008-03-06
150306,TCBI,88224Q107,0001077428,P,01,LC,89826,44292,2003-08-13,E
150397,WC,949475107,0001184702,P,01,LC,89607,43724,2002-11-08,2005-12-30
150398,HWFGQ,41383L104,0001063997,P,01,LC,89568,43684,2002-11-06,2009-12-04
150399,BBCZ,096892104,0001178552,P,02,LC,90828,47182,2005-08-26,2007-03-20
150477,PRAA,69354N106,0001185348,P,01,LC,89574,43690,2002-11-08,E
150478,OCNB.1,10805U109,0001182555,P,01,LC,89645,43847,2003-01-06,2006-10-31
150481,SAIA,78709Y105,0001177702,P,01,LC,89506,43508,2002-10-01,E
150562,NGS,63886Q109,0001084991,P,01,LC,89546,43631,2002-10-22,E
150577,CCBI,20162L105,0001184818,P,01,LC,89614,43782,2002-12-19,2006-09-29
150616,SYNF,87162V102,0001263766,P,01,LC,90016,44818,2004-01-21,2007-09-28
150643,STXXQ,84055V109,0001288946,P,01,LC,92315,52783,2007-10-31,2009-11-05
150680,JPS,67072C105,0001176433,P,01,LC,89517,43529,2002-09-24,E
150681,OCAT,67457L100,0001140098,P,01,LC,15225,55199,2015-02-26,2016-02-29
150699,XEC,171798101,0001168054,P,01,LC,89509,43520,2002-10-01,2021-10-29
150700,NBW,64123C101,0001178840,P,01,LC,89511,43523,2002-09-25,E
150701,NBO,64124K102,0001178841,P,01,LC,89512,43524,2002-09-25,E
150702,NBH,64124P101,0001178839,P,01,LC,89513,43525,2002-09-25,E
150720,NEWN,643847106,0001144320,C,01,LC,12056,53485,2010-08-16,2015-11-09
150723,NGO,67071Y108,0001177218,P,01,LC,89514,43526,2002-09-26,2012-07-06
150724,NWI,67072A109,0001177214,P,01,LC,89515,43527,2002-09-26,2012-08-03
150725,NKG,67072B107,0001177219,P,01,LC,89516,43528,2002-09-26,E
150726,NII,67072D103,0001177216,P,01,LC,89518,43530,2002-09-26,2012-07-06
150727,NXE.1,67072E101,0001177212,P,01,LC,89519,43531,2002-09-26,2013-04-30
150761,OTRK,683373302,0001136174,C,01,LC,89956,44709,2003-12-15,2010-02-25
150761,OTRK,683373302,0001136174,C,01,LC,16670,55914,2017-04-26,E
150764,TFII,87241L109,0001588823,P,01,LC,19226,57016,2020-02-13,E
150803,BFC,06211J100,0001746109,P,01,LC,18191,56557,2018-10-24,E
150837,NRP,63900P608,0001171486,J,02,LC,90842,43632,2005-08-10,2007-11-14
150837,NRP,63900P608,0001171486,P,01,LC,89547,43632,2002-10-11,E
150838,EEQ,29250X103,0001173911,P,01,LC,89541,43627,2002-10-11,2018-12-31
150937,STX,G7997R103,0001137789,P,01,LC,89641,43807,2002-12-11,E
151016,DADE,23342J206,0001183920,P,01,LC,89680,43907,2003-02-27,2007-11-06
151077,WTZ,959531104,0000896066,P,01,LC,89693,43917,2003-02-05,2006-05-31
151078,BOFLQ,062128103,0001082368,P,01,LC,89612,43781,2002-12-30,2010-05-28
151157,BYM,092479104,0001181187,P,01,LC,89534,43621,2002-10-29,E
151158,BCK.2,092484104,0001181027,P,01,LC,89535,43622,2002-10-29,2010-01-31
151159,BSE,09249U105,0001181024,P,01,LC,89537,43623,2002-10-29,2021-04-30
151160,BAF,09250G102,0001181026,P,01,LC,89538,43624,2002-10-29,2021-03-31
151161,OFI,690212105,0001101020,P,01,LC,89549,43634,2002-11-29,E
151161,OFI,690212105,0001101020,C,00X,LC,89549,43634,2002-11-01,2002-11-28
151162,PMX,72201A103,0001181506,P,01,LC,89550,43636,2002-10-29,E
151163,PZC,72201C109,0001181504,P,01,LC,89551,43637,2002-10-29,E
151164,PYN,72201E105,0001181505,P,01,LC,89553,43638,2002-10-29,E
151165,SRQ,233384106,0001179126,P,01,LC,89554,43640,2002-10-29,2010-06-11
151199,MXN,31849P104,0001183829,P,01,LC,89542,43628,2002-10-31,2014-10-31
151222,BXXXQ,112502109,0000834408,P,01,LC,89743,44065,2003-05-29,2008-10-23
151257,INPC,45772G105,0001133324,P,01,LC,90453,45877,2004-11-16,2007-11-19
151364,CNEP,16941G102,0000787251,C,01,LC,92944,53163,2010-09-09,2012-02-29
151364,CNEP,16941G102,0000787251,C,01,LC,92944,53163,2009-06-15,2010-05-27
151403,MPG.3,553274101,0001204560,P,01,LC,89768,44129,2003-06-25,2013-10-31
151404,IASG,45890M109,0001200022,P,01,LC,89795,44171,2003-07-24,2007-04-30
151423,NEPH,640671400,0001196298,P,01,LC,90341,45536,2004-09-21,2009-01-21
151423,NEPH,640671400,0001196298,P,01,LC,18899,45536,2019-08-14,E
151544,PKBK,700885106,0001315399,P,01,LC,89573,43689,2002-11-21,E
151572,NKX,670651108,0001195738,P,01,LC,89600,43712,2002-11-22,E
151574,NRK,670656107,0001195739,P,01,LC,89602,43714,2002-11-22,E
151575,NEA,670657105,0001195737,P,01,LC,89603,43715,2002-11-22,E
151576,NGX,67072F108,0001196366,P,01,LC,89604,43716,2002-11-22,2014-06-30
151606,OLCB,677399206,0001096654,P,01,LC,89620,43786,2002-12-19,2012-10-05
151608,RIF.1,00104H107,0001191256,C,01,LC,89580,43695,2002-11-26,2007-04-30
151610,EIV,27827K109,0001196867,P,01,LC,89586,43699,2002-11-26,E
151611,EIA,27828C106,0001196869,P,01,LC,89588,43700,2002-11-26,2018-12-31
151612,EIF.2,27828E102,0001196870,P,01,LC,89589,43701,2002-11-26,2008-12-31
151613,MAB,27828K108,0001196871,P,01,LC,89590,43702,2002-11-26,2018-12-31
151614,EIO,27828L106,0001196876,P,01,LC,89591,43703,2002-11-26,2019-01-31
151615,MIW,27828M104,0001196872,P,01,LC,89592,43704,2002-11-26,2018-12-31
151616,EMJ,27828R103,0001196874,P,01,LC,89593,43705,2002-11-26,2019-01-31
151617,NYH,27828T109,0001196875,P,01,LC,89594,43706,2002-11-26,2018-12-31
151618,EIP,27828W102,0001196877,P,01,LC,89596,43707,2002-11-26,2019-01-31
151619,HPF,41013X106,0001189740,P,01,LC,89598,43710,2002-11-26,E
151621,DNY,24823A102,0001187520,P,01,LC,89599,43711,2002-11-26,2015-03-31
151630,HALO,40637H109,0001159036,P,01,LC,90436,45865,2004-11-01,E
151632,WRESQ,93564A100,0000892986,P,01,LC,90492,46012,2004-12-17,2016-10-06
151708,BRP.2,11283W104,0001502554,P,01,LC,89647,43849,2003-01-03,2011-03-31
151708,BRP.2,11283W104,0001502554,P,01,LC,12718,53746,2011-04-01,2015-03-31
151750,WMC.1,92928R106,0001208222,P,90,LC,89639,43805,2002-12-18,2005-06-30
151772,HTE,41752X101,0001309799,P,01,LC,90784,46993,2005-07-21,2009-12-31
151829,TGN.11,882443104,0001188303,P,01,LC,89638,43804,2003-01-07,2004-12-14
151832,0030B,46262E931,0001140184,P,01,LC,89737,44056,2003-05-12,2006-05-31
151928,CBMX,20009T501,0001383183,P,01,LC,89613,14801,2002-12-16,2007-08-14
151928,CBMX,20009T501,0001383183,P,01,LC,16852,56028,2007-08-15,2017-11-30
151932,SBN,83402A107,0001311926,P,01,LC,91059,50027,2005-12-27,2009-08-13
151933,TS,88031M109,0001190723,P,90,LC,89637,43803,2002-12-16,E
152008,PLUR,72942G104,0001158780,P,01,LC,92468,52886,2007-12-10,E
152012,LSG,510728108,0001279944,P,01,LC,12952,53863,2011-08-01,2016-04-29
152013,JHP,67072W101,0001200446,P,01,LC,89634,43799,2002-12-19,2016-05-31
152028,FPT,31423M105,0001202806,P,01,LC,89628,43794,2002-12-20,2017-11-30
152029,FMN,31423P108,0001199004,P,01,LC,89629,43795,2002-12-20,E
152049,FBMS,318916103,0000947559,P,01,LC,91274,50731,2006-05-26,E
152071,PTY,72201B101,0001190935,P,01,LC,89635,43801,2002-12-24,E
152109,BIMI,05552Q301,0001213660,P,01,LC,12358,53542,2010-10-04,E
152149,MOH,60855R100,0001179929,P,01,LC,89781,44184,2003-07-02,E
152170,ICOPQ,44930M500,0001094572,C,01,LC,90816,47020,2005-07-08,2011-01-12
152248,THE,88889T107,0001210697,P,01,LC,90055,44915,2004-02-05,2007-07-11
152249,ENH,G30397106,0001179755,P,01,LC,89694,43918,2003-02-28,2017-03-31
152474,REDL,75763Q101,0001121131,C,01,LC,89750,44073,2003-05-16,2004-08-23
152548,FFC,338478100,0001174164,P,01,LC,89649,43852,2003-01-29,E
152649,TLKGY,879603108,0001214299,P,90,LC,89710,43990,2003-03-04,2009-08-26
152708,DNET,25389B103,0001160241,P,01,LC,89864,44495,2003-10-10,2004-10-29
152809,MPAC.2,607495108,0001191857,P,01,LC,89699,43977,2003-03-14,2013-09-30
152848,AGI.3,011527108,,P,01,LC,13763,54315,2013-02-13,2015-07-05
152889,BPP,09249V103,0001213169,P,01,LC,89687,43911,2003-02-26,2012-12-31
152909,EAD,94987B105,0001210123,P,01,LC,89688,43912,2003-02-26,E
152931,SAMB,86664A202,0001042521,P,01,LC,90171,45181,2004-05-14,2009-12-18
153028,TRLG,89784N104,0001160858,P,01,LC,90874,47219,2005-08-18,2013-07-31
153070,AFR,02607P305,0001193558,P,01,LC,89759,44120,2003-06-25,2008-04-01
153128,HSON,443787205,0001210708,P,01,LC,89698,43976,2003-04-01,E
153130,AXS,G0692U109,0001214816,P,01,LC,89789,44193,2003-07-01,E
153191,CHNGQ,168910206,0001120830,C,01,LC,92938,53158,2009-06-05,2011-09-20
153232,PSY.2,09255H105,0001215664,P,01,LC,89709,43987,2003-03-26,2012-12-31
153252,NCV,92838X102,0001214935,P,01,LC,89707,43985,2003-03-27,E
153253,JPC,67073B106,0001216583,P,01,LC,89708,43986,2003-03-27,E
153311,MBPFY,60668M306,0001224480,J,90,LC,89706,43983,2005-07-01,2005-07-19
153311,MBPFY,60668M306,0001224480,P,90,LC,89706,43983,2003-04-15,2005-06-30
153351,ALGO,015869100,0000924862,P,01,LU,83922,14978,1996-09-26,2000-07-31
153668,VMED,92769L101,0001270400,P,01,LC,89644,43846,2003-01-13,2013-06-28
153712,NRI.1,64126G109,0001221327,P,01,LC,89732,44038,2003-04-25,2008-03-07
153713,PHK,722014107,0001219360,P,01,LC,89733,44039,2003-04-25,E
153728,IPAS,46261V306,0001053374,P,01,LC,89796,44172,2003-07-24,2019-02-28
153773,AVK,00764C109,0001219120,P,01,LC,89726,44026,2003-04-30,E
153793,CHTP,163428105,0001333763,P,01,LC,91270,50728,2006-05-02,2014-06-30
153813,DTSI,23335C101,0001226308,P,01,LC,89793,44169,2003-07-10,2016-12-30
153895,OPHC,68401P403,0001288855,P,01,LC,89741,44059,2003-05-08,E
153957,BCLI,10501E201,0001137883,P,01,LC,14925,55022,2014-09-30,E
154039,NTGR,64111Q104,0001122904,P,01,LC,89800,44176,2003-07-31,E
154056,NFP,63607P208,0001183186,P,01,LC,89850,44394,2003-09-18,2013-07-31
154117,HYT,09255P107,0001222401,P,01,LC,89745,44067,2003-05-28,E
154118,EVV,27828H105,0001222922,P,01,LC,89746,44068,2003-05-28,E
154133,CHY,12811P108,0001222719,P,01,LC,89744,44066,2003-05-28,E
154254,FADV,31845F100,,P,01,LC,89752,44114,2003-06-06,2009-11-30
154255,DRCT.1,25456W204,0001023031,P,02,LC,89822,44288,2003-08-12,2007-03-30
154357,QEP,74733V100,0001108827,P,01,LC,93422,53439,2010-07-01,2021-03-31
154374,HPS,41021P103,0001215913,P,01,LC,89766,44126,2003-06-17,E
154414,SPHS,83578Q209,0001563855,P,01,LC,14105,54514,2013-08-16,2022-03-31
154433,BUF,60443P103,0001121225,P,01,LC,90996,48797,2005-11-07,2009-02-27
154434,MSPD,602682205,0001224370,P,01,LC,89770,44130,2003-06-30,2013-12-31
154439,VCGH,91821K101,0001172852,P,01,LC,90218,45292,2004-06-15,2011-04-15
154585,RNP,19247X100,0001224450,P,01,LC,91626,44122,2003-06-25,E
154595,MNRK,60907Q100,0001364856,P,01,LC,89799,44175,2003-07-16,2016-06-30
154605,OGEN,684023500,0001174940,P,01,LC,90170,45180,2013-04-10,E
154605,OGEN,684023500,0001174940,P,01,LC,90170,45180,2004-05-20,2008-12-18
154609,ERC,94987D101,0001227073,P,01,LC,89764,44124,2003-06-25,E
154638,HIH,42327X204,0001227122,P,01,LC,89776,44136,2003-06-25,2014-08-29
